type,id,lat,lon,tags.addr:postcode,tags.admin_level,tags.alt_name:vi,tags.capital,tags.capital_ISO3166-1,tags.contact:website,tags.is_capital,tags.loc_name,tags.loc_name:fr,tags.name,tags.name:af,tags.name:am,tags.name:an,tags.name:ar,tags.name:arc,tags.name:arz,tags.name:ast,tags.name:ba,tags.name:bat-smg,tags.name:be,tags.name:be-tarask,tags.name:bg,tags.name:bn,tags.name:bo,tags.name:br,tags.name:bs,tags.name:ca,tags.name:cdo,tags.name:ckb,tags.name:co,tags.name:cs,tags.name:csb,tags.name:cu,tags.name:cv,tags.name:de,tags.name:el,tags.name:eml,tags.name:en,tags.name:en:pronunciation,tags.name:eo,tags.name:es,tags.name:et,tags.name:eu,tags.name:ext,tags.name:fa,tags.name:fi,tags.name:fiu-vro,tags.name:fr,tags.name:fr:pronunciation,tags.name:fur,tags.name:fy,tags.name:ga,tags.name:gan,tags.name:gl,tags.name:gn,tags.name:gu,tags.name:gv,tags.name:ha,tags.name:hak,tags.name:haw,tags.name:he,tags.name:hi,tags.name:hr,tags.name:ht,tags.name:hu,tags.name:hy,tags.name:is,tags.name:it,tags.name:ja,tags.name:jbo,tags.name:ka,tags.name:kk,tags.name:km,tags.name:kn,tags.name:ko,tags.name:koi,tags.name:krc,tags.name:ku,tags.name:kv,tags.name:ky,tags.name:la,tags.name:lb,tags.name:lez,tags.name:li,tags.name:lij,tags.name:ln,tags.name:lt,tags.name:lv,tags.name:lzh,tags.name:mhr,tags.name:mi,tags.name:mk,tags.name:ml,tags.name:mn,tags.name:mr,tags.name:mrj,tags.name:my,tags.name:myv,tags.name:mzn,tags.name:nan,tags.name:nap,tags.name:nds,tags.name:nds-nl,tags.name:ne,tags.name:nl,tags.name:no,tags.name:oc,tags.name:or,tags.name:os,tags.name:pa,tags.name:pl,tags.name:pnb,tags.name:pronunciation,tags.name:ps,tags.name:pt,tags.name:roa-rup,tags.name:roa-tara,tags.name:ru,tags.name:rue,tags.name:sah,tags.name:sc,tags.name:scn,tags.name:sh,tags.name:sk,tags.name:sl,tags.name:so,tags.name:sq,tags.name:sr,tags.name:sv,tags.name:szl,tags.name:ta,tags.name:te,tags.name:tet,tags.name:tg,tags.name:th,tags.name:tk,tags.name:tl,tags.name:tt,tags.name:tzl,tags.name:udm,tags.name:ug,tags.name:uk,tags.name:ur,tags.name:uz,tags.name:vec,tags.name:vep,tags.name:vi,tags.name:vls,tags.name:wo,tags.name:xmf,tags.name:yi,tags.name:yo,tags.name:yue,tags.name:za,tags.name:zh,tags.name:zh_pinyin,tags.name:zu,tags.old_name,tags.old_name:fr,tags.old_name:vi,tags.place,tags.population,tags.rank,tags.source:name:oc,tags.wikidata,tags.wikipedia,tags.alt_name,tags.alt_name:gl,tags.name:frp,tags.openGeoDB:postal_codes,tags.ref:FR:SIREN,tags.ref:LOCODE,tags.source:population,tags.name:jv,tags.name:pfl,tags.old_name:la,tags.website,tags.alt_name:ar,tags.alt_name:oc,tags.name:az,tags.postal_code,tags.source:name:eo,tags.alt_name:eo,tags.name:ce,tags.old_name:de,tags.name:zh-Hans,tags.name:zh-Hant,tags.name:pcd,tags.name:pms,tags.short_name:ca,tags.short_name:eu,tags.name:cy,tags.name:fr-x-gallo,tags.population:date,tags.alt_name:br,tags.capital:INSEE,tags.name:gd,tags.name:kw,tags.name:ang,tags.name:bar,tags.name:gsw,tags.name:kab,tags.name:lad,tags.name:mt,tags.name:stq,tags.name:tr,tags.name:crh,tags.alt_name:fro,tags.name:fro,tags.name:zea,tags.old_name:el,tags.name:azb,tags.old_name:sco,tags.source:postal_code,tags.alt_name:la,tags.old_name:nl,tags.ref:SIREN,tags.source,tags.name:1794-01-06--1794-02-12,tags.name:kk-Arab,tags.name:kmr,tags.source:name:br,tags.reg_name,tags.note,tags.alt_name:gcf,tags.name:gcf,tags.description,tags.name:ceb,tags.name:da,tags.name:id,tags.name:io,tags.name:mg,tags.name:ms,tags.name:war,tags.name:ty,tags.alt_name:mk,tags.name:hif,tags.name:lmo,tags.name:nov,tags.ele,tags.name:ia,tags.name:wuu,tags.name:kg,tags.name:lo
node,26686526,48.1113387,-1.6800198,35000;35200;35700,,,4,,,,,,Rennes,,,,رين,,,,,,Рэн,Рэн,Рен,,,Roazhon,,,,,,,,,,,Ρεν,,Rennes,,Renno,,,,,رن,,,Rennes,,,,,,,,,,,,,רן,,,,Rennes,Ռեն,,,レンヌ,,რენი,,,,렌,,,,,,Condate,,,,,,Renas,Renna,,,,,,,ऱ्हेन,,,,رن,,,,,,,,Rennes,,,,,رینے,,,,,,Ренн,,,,,,,,,,Рен,,,ரேன்,,,,แรน,,,,,,Rénn Shehiri,Ренн,رین,,,,,,,,,,,,雷恩,,,,,,city,215366,,ieo-bdtopoc,Q647,fr:Rennes,,,Rènes,,213502388,,INSEE,,,,https://metropole.rennes.fr/,,,Ren,,,,,,,,,,,,Roazhon,Renn,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686539,45.4401467,4.3873058,42000;42100,,,6,,,,,,Saint-Étienne,,,,سانت إتيان,,,,,,,,,,,,,,,,,,,,,,Σαιντ-Ετιέν,,,,Sankta-Stefano,,,,,,,,Saint-Étienne,,,,,,,,,,,,,,,,,Saint-Étienne,,,,サン＝テティエンヌ,,,,,,,,,,,,,,,,,,Sent Etjenas,,,,,,,,,,,,,,,,,,,,Sant Estève,,,,,,,,,,,Сент-Этьен,,,,,,,,,,Сент Етјен,,,,,,,,,,,,,,Сент-Етьєн,,,,,,,,,,,,,,,,,,,city,173089,,ieo-bdtopoc,Q42716,fr:Saint-Étienne,,,,,214202186,,wikipedia,,,,,,,,,,San-Stefano,,,,,,,,,,,2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686548,47.2186371,-1.5541362,44000;44100;44200;44300,,,4,,,,,,Nantes,,,,نانت,,,,,,Нант,,Нант,,,Naoned,,Nantes,,,,,,,,,Νάντη,,,,Nanto,,,,Nanti,نانت,,,Nantes,,,,Naoned,,,,,Naoned,,,,נאנט,नांत,,,Nantes,Նանտ,,,ナント,,ნანტი,Нант,,ನಾಂತ್,낭트,,,,,,Portus-Namnetum,,,,,,Nantas,Nante,,,,Нант,,,नाँत,,,,نانت,,,,,,,,Nantas,,,ਨੌਂਤ,,نانتیز,,,,,,Нант,,,,,,,,,,Нант,,,நாந்து,,,,น็องต์,,,,,,,Нант,نانت,,,,,,,,נאנט,,,,南特,,,,,,city,309346,,,Q12191,fr:Nantes,,,,,214401093,,INSEE 2020,,,,http://www.nantes.fr/,,,,,,,,,,,,,,,Naoned,,,An Naoned,zone d'emploi,Naoned,Naoned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686554,47.2380222,6.0243622,25000,,,6,,,,,,Besançon,,,,بيزنسون,,,,,,Безансон,,Безансон,,,,,,,,,,,,Безансон,Besançon,Μπεζανσόν,,,,Bezansono,Besanzón,,,,بزانسون,,,Besançon,,,,,,,,,,,,,בזאנסון,,,,Besançon,Բեզանսոն,,,ブザンソン,,ბეზანსონი,,,,브장송,,,,,,Vesontio,,,,,,Bezansonas,Bezansona,,,,Безансон,,,बेझाँसों,,,,بزانسون,,,,,,,,Besançon,,,,,بیسانکاں,,,,,,Безансон,,,,,,,,,,Безансон,,,,,,,เบอซ็องซง,,,,,,,Безансон,بیزانسون,,,,,,,,בעזאנסאן,,,,贝桑松,,,,,,city,,,ieo-bdtopoc,Q37776,fr:Besançon,,,,,212500565,,,,,,,,,,,,,Безансон,Bisanz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686559,48.0073849,0.1967849,72000;72100,,,6,,,,,,Le Mans,,,,لو مان,,,,,,Ле Ман,,Льо Ман,ল্য মঁস,,Ar Mañs,,,,,,,,,,,Λε Μαν,,Le Mans,,Manso,,,,,لو مان,,,Le Mans,,,,,,,,,,,,,לה מאן,,,,Le Mans,,,,ル・マン,,ლე-მანი,,,,르망,,,,,,Vindunum,,,,,,Le Manas,Lemāna,,,,Ле Ман,,,,,,,لومان,,,,,,,,Lo Mans,,,,,لی مانس,,,,,,Ле Ман,,,,,,,,,,Ле Ман,,,,,,,,,,,,,,Ле Ман,لو مان,,,,,,,,,,,,勒芒,,,,,,city,142946,,ieo-bdtopoc,Q1476,fr:Le Mans,,,,,217201813,,,,,,http://www.lemans.fr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686563,48.584614,7.7507127,,,,4,,,,,,Strasbourg,,ስትራዝቡርግ,,ستراسبورغ,,,,,,Страсбург,,Страсбург,,སི་ཐི་རཱ་སི་བུར།,Strosburi,,Estrasburg,,ستراسبورگ,Strasburgu,Štrasburk,,,Страсбург,Straßburg,Στρασβούργο,Straśbûrg,,,Strasburgo,Estrasburgo,,Estrasburgo,Estrasburgu,استراسبورگ,,,Strasbourg,,,Straasburch,,,Estrasburgo,,સ્ટ્રાસબોર્ગ,,,,,שטרסבורג,स्ट्रासबर्ग,,Estrasbou,Strasbourg,Ստրասբուրգ,,Strasburgo,ストラスブール,,სტრასბური,,,ಸ್ಟ್ರಾಸ್ಬುರ್ಗ್,스트라스부르,,,Strasbûrg,,,Argentoratum,Stroossbuerg,,Sjtraasburg,,,Strasbūras,Strasbūra,,,,Стразбур,,,स्त्रासबुर्ग,,,,استراسبورگ,,Strasburgo,Straßborg,,,Straatsburg,,Estrasborg,,Страсбург,,Strasburg,شٹراسبرگ,,,Estrasburgo,,,Страсбург,,,,Strasburgu,,Štrasburg,,,,Стразбур,,,ஸ்திராஸ்பூர்க்,,,,สทราซบูร์,,,,,,Strasburg,Страсбург,ستراسبورگ,Strasburg,Strasburgo,,,Stroatsburg,,,שטראסבורג,,斯特拉斯堡,,斯特拉斯堡,,,,,,city,279284,,ieo-bdtopoc,Q6602,fr:Strasbourg,,,Strasbôrg,,216704825,,INSEE 2013,,Stroosburi,,https://www.strasbourg.eu/,,,Strasburq,67000;67100;67200,,,,,,史特拉斯堡,,Strasborgh,,,Strasbwrg,,,,,,,Strǣtburg,Stråssburg,Strossbüri,Strassburg,Strasburgo,Strażburgu,Straasbuurich,Strazburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686568,47.7467,7.3389275,,,,7,,,,,,Mulhouse,,,,ميلوز,,,,,,,,,,,,,,,,,Mylhúzy,,,,Mülhausen,Μυλούζη,,,,Mulhaŭzo,,,,,,,,,,,,,,,,,,,,,,,,,Mulhouse,,,,ミュルーズ,,,,,,,,,,,,Mulhusia,,,,,,Miulūzas,,,,,,,,,,,,,,,,,,,,Mülhausen,,,,Miluza,,,,,,,Мюлуз,,,,,,,,,,Милуз,,,,,,,,,,,,,,Мюлуз,,,,,,,,,,,,,,,,,,,city,109443,,ieo-bdtopoc,Q79815,,,,,,,,,,,,,,,,,,Miluzo,,,,,,,,,,,,,,,,,,Milhüsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686572,47.4739884,-0.5515588,49000;49100,,,6,,,,,,Angers,,አንዤ,,أنجيه,,,,,,Анжэ,,Анже,,,Añje,,,,,,,,,,,Ανζέ,,,,Anĝero,,,,,آنژه,,,Angers,,,,,,,,,,,,,אנז'ה,,,Anje,,,,,アンジェ,,ანჟე,,,,앙제,,,,,,Andecavis,,,,,,Anžė,Anžē,,,,,,,अँजी,Анже,,,آنژو,,,,,,,,Angieus,,,,,اینگرز,,,,,,Анже,,,,,,,,,,Анже,,,,,,,,,,,,,,Анже,آنژہ,Anje,Anzier,,,,,,,,,,昂热,,,,,,city,149017,,ieo-bdtopoc,Q38380,fr:Angers,,,,,214900078,,INSEE 2012,,,Juliomagus,http://www.angers.fr/,,,Anje,,,Anĝevo,,,,,,,,,,,,,,,,,,,,,,,,Anje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686577,50.6365654,3.0635282,,,,4,,,,,,Lille,,,,ليل,,,,,,,,,,,,,Lilla,,,,,,,,,Λίλλη,,,,Lillo,,,,,,,,Lille,,,,,,,,,,,,,,,,,Lille,,,Lilla,リール,,,,,,릴,,,,,,Insula,,,,,,Lilis,,,,,,,,,,,,,,,,,,Rijsel,,,,,,,,,,,,,Лилль,,,,,,,,,,Лил,,,,,,,,,,,,,,Лілль,,,,,,Rysel,,,,,,,,,,,,,city,232741,,,Q648,fr:Lille,,,,,215903501,,,,,,http://www.lille.fr/cms,,,,,,Lilo,,Ryssel,里尔,里爾,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686582,43.1257311,5.9304919,83000;83100;83200,,,6,,,,,,Toulon,,,,تولون,,,,,,,,,,,,,Toló,,,,,,,,,Τουλώνη,,,,Tulono,Tolón,,,,تولون,,,,,,,,,,,,,,,,טולון,तुलों,,,Toulon,,,Tolone,トゥーロン,,,,,,,,,,,,,,,,,,Tulonas,,,,,,,,,,,,,,,,,,,,Tolon,,,,Tulon,,,,,,,Тулон,,,,,,,,,,Тулон,,,,,,,,,,,,,,Тулон,تولون,,,,,,,,,,,,,,,,,,city,,,ieo-bdtopoc,Q44160,fr:Toulon,,,,,218301372,,,,,,,,,,,,,,,土伦,土倫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686585,43.8374249,4.3600687,30000;30900,,,6,,,,,,Nîmes,,,,نيم,,,,,,,,,,,,,Nimes,,,,,,,,,Νιμ,,Nimes,,Nimo,,,,,,,,,,,,,,,,,,,,,,,,,Nîmes,,,,ニーム_,,,,,,,,,,,,Nemausus,,,,,,Nimas,,,,,,,,,,,,,,,,,,,,Nimes,,,,,,,,,,,Ним,,,,,,,,,,Ним,,,,,,,,,,,,,,Нім,,,,,,,,,,,,,,,,,,,city,149633,,ieo-bdtopoc,Q42807,fr:Nîmes,,,,,213001894,,wikipedia,,,,,,,,,,,,,尼姆,尼姆,,,,,,,2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686587,49.4404591,1.0939658,76000;76100,,,4,,,,,,Rouen,,ሩዋን,Ruán,روان,,,Ruan,,,Руан,,Руан,,,Rouan,,,,,,,,,,,Ρουέν,,,,Rueno,Ruan,,,,روان,,,Rouen,,,Roeaan,,,Ruán,,,,,,,רואן,रुआं,,,Rouen,Ռուան,Rúðuborg,,ルーアン,,რუანი,Руан,,,루앙,,,,,,Rotomagus,,,,,,Ruanas,Ruāna,,Руан,,Руан,,,रोआँ,,,,روان,,,,Roeaan,,,,Roan,,Руан,,,رؤن,,,Ruão,,,Руан,,,,,,,,,,Руан,,,,,,,รูอ็อง,,,,,Руан,,Руан,,Ruan,Rovan,,,,,,,,,,鲁昂,,,,Roüan,,city,,,ieo-bdtopoc,Q30974,fr:Rouen,,,,,,,,,,,,,,Ruan,,,,,,,,,,,,,,,,,,,Roðem,,,,,,,,,Rodomo;Rodom,Rothom,Roeaan,Ρατό-μαγοϛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686589,45.1875602,5.7357819,38000;38100,,,6,,,,,,Grenoble,,,,غرونوبل,,,,,,Грэнобль,,,,,,,,,,,,,,,,Γκρενόμπλ,,,,Grenoblo,,,,,,,,,,,,,,,,,,,,,,ग्रेनोब्ल,,,Grenoble,,,,グルノーブル,,,,,ಗ್ರೇನೋಬ್ಲ್,,,,,,,Cularone,Grenobel,,,,,Grenoblis,,,,,,,,,,,,,,,,,,,,Grenoble,,,,,,,,,,,Гренобль,,,,,,,,,,Гренобл,,,,,,,,,,,,,,Гренобль,,,,,,,,,,,,,,,,,,,city,157650,,ieo-bdtopoc,Q1289,fr:Grenoble,,,,,213801855,,wikipedia,,,,,,,,,,,,,,,,,,,,,2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686593,48.8356649,2.240206,92100,,,7,,,,,,Boulogne-Billancourt,,,,بولون-بيانكور,,,,,,,,,,,,,,,,,,,,,,Μπουλόν-Μπιγιανκούρ,,,,,,,,,بولونی-بیانکور,,,Boulogne-Billancourt,,,,,,,,,,,,,,,,,,,,,ブローニュ＝ビヤンクール,,,,,,,,,,,,,,,,,,Bulonė-Bijankūras,,,,,,,,,,,,بولونی بیانکور,,,,,,,,,,,,,بولون-بلانکور,,,,,,Булонь-Бийанкур,,,,,,,,,,,,,,,,,,,,,,,,Булонь-Біянкур,,,,,,,,,,,,,,,,,,,city,,,,Q172455,fr:Boulogne-Billancourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,بولونی-بیانکور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26686595,43.5298424,5.4474738,13090;13100,,,7,,,,,,Aix-en-Provence,,,Ais de Provença,آكس أون بروفانس,,,,,,,,Екс ан Прованс,,,,,Ais de Provença,,,,,,,,,Αιξ-αν-Προβάνς,,,,Aikso Provenca,,,,,,,,,,,,,,,,,,,,,אקס-אן-פרובאנס,,,,Aix-en-Provence,,,,エクス＝アン＝プロヴァンス,,,,,,엑상프로방스,,,,,,Aquae Sextiae,,,,,,Provanso Eksas,,,,,,,,,,,,,,,,,,,,Ais de Provença,,,,,,,,,,,Экс-ан-Прованс,,,,,,,,,,Екс ан Прованс,,,,,,,,,,,,,,Єкс-ан-Прованс,,,,,,,,,,,,,艾克斯,,,,,,city,143097,,ieo-bdtopoc,Q47465,fr:Aix-en-Provence,,,,,211300017,,wikipedia,,,,,,,,,,,,,艾克斯,艾克斯,,,,,,,2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26691694,46.1591126,-1.1520434,17000,,,6,,,,,,La Rochelle,,,,لا روشيل هي,,,,,,Ла Рашэль,,Ла Рошел,লা রোচ্যাল,ལ་རོ་ཅེ་ལེ།,Ar Roc'hell,,La Roquel·la,,,,,,,,,Λα Ροσέλ,,,,Roĉelo,,,Arroxela,,لا روشل,,,La Rochelle,,,,,,,,,,,,,לה רושל,,,,,Լա Ռոշել,,,ラ・ロシェル,,ლა-როშელი,,,,라로셸,,,,,,Rupella,,,,,,La Rošelis,Larošela,,,,,,,,,,,,,,,,,,,La Rochèla,,,,,,,,,,,Ла Рошель,,,,,,,,,,Ла Рошел,,,,,,,ลารอแชล,,,,,,,Ла Рошель,لا روشیل,,,,,,,,,,,,拉罗歇尔,,,,,,city,,,ieo-bdtopoc,Q82185,fr:La Rochelle,,,,,211703004,,,,,,,,,La Roşel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Rotchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26691769,46.5802596,0.340196,,,,6,,,,,,Poitiers,,,,بواتييه,,,,,,,,,,,Poatie,,,,,,,,,,,Πουατιέ,,,,Puatiero,,,,,پواتیه,,,Poitiers,,,,,,,,,,,,,פואטייה,,,,Poitiers,Պուատիե,,,ポワチエ,,პუატიე,,,,푸아티에,,,,,,,,,,,,Puatjė,,,,,Поатје,,,,,,,,,,,,,,,Peitieus,,,,,,,,,,,Пуатье,,,,,,,,,,Поатје,,,,,,,,,,,,,,Пуатьє,,,,,,,,,,,,,普瓦捷,,,,,,city,87435,,ieo-bdtopoc,Q6616,fr:Poitiers,,,,,218601946,,INSEE 2017,,,,https://www.poitiers.fr/,,,,86000,,Potevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Poste - 12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26691842,50.9524769,1.8538446,,,,7,,,,,,Calais,,,,كاليه,,,,,,,,Кале,,,,,,,,,,,,,,Καλαί,,,,Kalezo,,,,,,,,Calais,,,,,,,,,,,,,,,,,,,,,カレー,,,,,,칼레,,,,,,Caletum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Кале,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kales,,,,,,,加来,,,,,,city,,,,Q6454,,,,,,216201939,,,,,,,,,,,,,,Kalen,加来,加來,Calés,,,,,,,,,,,,,,,,,,,,,,,,,Calice,,Calesium,Kales,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26691955,48.9479069,2.2481797,95100,,,7,,,,,,Argenteuil,,,,,,,,,,,,,,,,,,,,,,,,,,Αρζαντέιγ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アルジャントゥイユ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аржантёй,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city,104282,,,Q181946,fr:Argenteuil (Val-d'Oise),,,,,,,INSEE 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219500188,http://wiki.openstreetmap.org/index.php/Fr:Map_Features#Toponymie_.28place.29 says that place with more dan 100000 is city.,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26692183,51.0347708,2.3772525,59140;59240;59640,,,7,,,,,,Dunkerque,,,,دونكيرك,,,,,,,,,,,,,,,,,,,,,Dünkirchen,Δουνκέρκη,,Dunkirk,,Dunkirko,Dunkerque,,,,,,,Dunkerque,,,,,,,,,,,,,דנקרק,,,,Dunkerque,,,Dunkerque,ダンケルク,,,,,,됭케르크,,,,,,Dunquerca,,,,,,Diunkerkas,,,,,,,,,,,,,,,,,,Duinkerke,,,,,,Dunkierka,,,,Dunquerque,,,Дюнкерк,,,,,,,,,,Денкерк,,,,,,,,,,,,,,Дюнкерк,,,,,,Duunkerke,,,,,,,敦刻尔克,,,,,,city,,,,Q45797,fr:Dunkerque,,,,,215901836,,,,,,,,,,,,,,,,敦克爾克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,26692216,48.8623357,2.4412184,93100,,,,,,,,,Montreuil,,,,,,,,,,,,Монтрьой,,,,,,,,,,,,,,Μοντρέιγ,,,,Montrojlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Монтрёй,,,,,,,,,,,,,,,,,,,,,,,,Монтрей,,,,,,,,,,,,,,,,Montreuil-sous-Bois,,,city,,,,Q193370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
